OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
3899,69801099,"Vasantham, A Tamil Wellness Centre - Vasantham, A Tamil Wellness Centre",Mid-Scarborough Hub,"The Hub, mid-Scarborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3900,69797905,"Vietnamese Association, TO - Vietnamese Association, TO, Dundas Street West Office",CV19,Hoi Nguoi Viet,Toronto Vietnamese Association,VAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3901,69797908,"Vietnamese Association, TO - Vietnamese Association, TO, North York Office",CV19,Hoi Nguoi Viet,Toronto Vietnamese Association,VAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3902,69797902,"Vietnamese Association, TO - Vietnamese Association, TO, Scarb. Office",CV19,Hoi Nguoi Viet,Toronto Vietnamese Association,VAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3903,69794788,Villa Charities - Columbus Centre,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3904,69800326,West Neighbourhood House - Immigrant and Refugee Services Program,CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,HOST Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3905,69800323,West Neighbourhood House - Parkdale Community Programs,Community Parents Outreach Program,CPOP,CV19,Newcomer Settlement Program,Parkdale Youth Space,PYS,Woman Abuse Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3906,69796339,Windmill Microlending - Windmill Microlending,IAFC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3907,69798034,Women's College Hospital - Crossroads Refugee Health Clinic,Crossroads Clinic,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3908,69798131,WoodGreen Community Services - Newcomer Programs and Services,Bridging Programs for internationnally Trained Individuals,CCMP,Community Connections Mentorship Program,ELT,Enhanced Language Training,Enhanced Language Training for Internationally Trained Professionals,HOST Program,Language Instruction for Newcomers to Canada,LINC,Newcomer Settlement Program,Newcomer Youth Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,69800941,World Education Services - World Education Services,ECA,Educational Credential Assessment,WEP,WES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3910,73325134,"YMCA of Greater TO - Newcomers - Language Assessment and Referral Centre, North York Dufferin Street Centre",CLARS,Coordinated Language Assessment and Referral System,CV19,ELT,Enhanced Language Training,Greater Toronto YMCA,Language Instruction for Newcomers to Canada,LARC,LINC Assessment Centre,LINC Home Study,Occupation-Specific Language Training,OSLT,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3911,69798243,"YMCA of Greater TO - Newcomers - Newcomer Information Centre, Consumers Road Centre",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program ,CV19 ,Greater Toronto YMCA ,Library Settlement Partnerships ,LSP,Newcomer Network,Newcomer Youth Leadership Development,NIC,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3912,69798223,"YMCA of Greater TO - Newcomers - Newcomer Information Centre, Etobicoke Albion Road Centre",CCMP,Community Connections Mentorship Program ,CV19 ,Greater Toronto YMCA ,Library Settlement Partnerships ,LSP,Newcomer Network ,Newcomer Youth Leadership Development ,NIC,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3913,69798208,"YMCA of Greater TO - Newcomers - Newcomer Information Centre, North York Dufferin Street Centre",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,Greater Toronto YMCA,Library Settlement Partnerships,LSP,Newcomer Network,Newcomer Youth Leadership Development,NIC,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914,69798230,"YMCA of Greater TO - Newcomers - Newcomer Information Centre, Scarb. Milner Business Court Centre",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,Greater Toronto YMCA,Newcomer Network,Newcomer Youth Leadership Development,NIC,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,69798253,"YMCA of Greater TO - Newcomers - Newcomer Information Centre, TO Central Grosvenor Street Centre",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,Greater Toronto YMCA,Library Settlement Partnerships,LSP,Newcomer Network,Newcomer Youth Leadership Development,NIC,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3916,69798240,YMCA of Greater TO - Newcomers - Next Stop Canada Pre-Arrival Settlement Services,Next Stop Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917,73268802,"YMCA of Greater TO - Training - Language Assessment and Referral Centre, North York Dufferin Street Centre",CLARS,Coordinated Language Assessment and Referral System,CV19,ELT,Enhanced Language Training,Greater Toronto YMCA,Language Instruction for Newcomers to Canada,LARC,LINC Assessment Centre,LINC Home Study,Occupation-Specific Language Training,OSLT,Young Men's Christian Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3918,69800901,York Hispanic Centre - York Hispanic Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3919,69794062,Advocacy Centre for the Elderly - Advocacy Centre for the Elderly,ACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,69799500,Ahmdiyya Muslim Youth Association - COVID-19 Neighbourhood Helper Program,AMYA,covid-19,CV19,Neighbourhood Helpers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3921,70496891,Assaulted Women's Helpline - Seniors Safety Line,Assaulted Womens Helpline,AWH,AWHL,CBX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3922,69794212,"Baycrest - Apotex Centre, Jewish Home for the Aged",Apotex Centre,CV19,Louis and Leah Posluns Centre for Stroke and Cognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,69794214,Baycrest - Baycrest Health Services,2 Neptune Drive,Cipin Health Living Community,CV19,DTD,Reuben Cipin Health Living Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3924,69794210,"Baycrest - Baycrest Hospital, Ben and Hilda Katz Building",Baycrest Home Care Services,Baycrest Hospital,Ben and Hilda Katz Building,Cafe Europa,CV19,Parkinson's Early Intervention Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,69794217,Baycrest - Terraces of Baycrest,Baycrest Terraces,CV19,DTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926,69794245,Bernard Betel Centre - Bernard Betel Centre,At Home Respite Care Program,At-Home Respite Care Program,Betel Centre for Creative Living,Cafe Europa,CV19,DTD,ETROG Hebrew program,LaBriyut Wellness Centre,La'Briyut Wellness Centre,Lifelong Learning Institute,Russian golden age cultural program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3927,69799835,Better Living Health and Community Services - Better Living Health and Community Services,Better Living Recreation Centre,EP Taylor Place Senior Adult Centre,Overland Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3928,69799833,Better Living Health and Community Services - Community Services for Seniors,Better Living Recreation Centre,Connections Program,CV19,EP Taylor Place Community Services,Four Seasons Connections Program,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3929,69799831,Better Living Health and Community Services - Thompson House,Better Living at Thompson House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3930,69794282,Canadian Alliance of British Pensioners - Canadian Alliance of British Pensioners,Alliance of British Pensioners,CABP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931,69800953,Canadian Italian Family Assistance Association - Canadian Italian Family Assistance Association,Centro di Assistenza Famiglie Italiane,CIFAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3932,69801022,Canadian Snowbird Association - Canadian Snowbird Association,Snowbird Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3933,69794649,CANES Community Care - CANES Community Care,CANES,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,69799866,Carefirst Seniors and Community Services Association - Administrative Office / North TO Office,Chinese Bereavement Services,Chinese Elder Abuse Help Line,Chinese Elder Abuse Helpline,Chronic Disease Self Management Program,CV19,GAIN,Geriatric and Assessment and Intervention Network,Renal Social Support Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,69799857,"Carefirst Seniors and Community Services Association - Carefirst Seniors and Community Services Association, South TO Office / Helena Lam Community Services Centre",CV19,Helena Lam Community Services Centre,Lam Community Services Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,69799863,Carefirst Seniors and Community Services Association - Scarb. COVID-19 Community Support Plan,CV19,Scarborough CSS Central Intake,Scarborough Ontario Health Team COVID19 Community Support Plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3937,69794286,Cedarhurst Dementia Care Home - Cedarhurst Dementia Care Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3938,69794662,Central Neighbourhood House - Independent Living,CNH,CV19,Neighbourhood Group,The Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3939,69800552,Centre for Addiction and Mental Health - Geriatric Mental Health Programs,CAMH,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3940,69799928,Centres d'Accueil Héritage - Centres d'Accueil Héritage,CAH,Centres d'accueil Heritage,CV19,Place St Laurent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3941,69797321,Circle of Care - Circle of Care,Bathurst-Finch Hub,Circle of Home Care Services (Toronto),CV19,DTD,Older Adults Facing Abuse Program,Sinai Health System,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3942,69794881,"COSTI - North York Centre, Elderly Persons Centre",COSTI Immigrant Services,CV19,North York Elderly Persons Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,69801036,Deerwood Creek - Deerwood Creek,Etobicoke Long Term Care Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3944,69795003,Dixon Hall Neighbourhood Services - Adult Day Centre,Adult Enrichment and Wellness Program,Alzheimer/Related Disorders Day Program,MTCS,Young at Heart Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3945,69795000,Dixon Hall Neighbourhood Services - Carlton St Site,CV19,Food for Life,Meet and Eat,MTCS,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3946,69799943,Dom Lipa Long Term Care Home and Retirement Residence - Dom Lipa Long Term Care Home and Retirement Residence,Dom Lipa Retirement Home,Dom Lipa Slovenian Retirement Home,Dom Lipa Slovenian Senior Citizen Centre,Slovenian Seniors Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947,69799158,Eatonville Care Centre - Eatonville Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3948,72130767,"ElderDog Canada, MetroWest Pawd - ElderDog Canada, MetroWest Pawd",CV19,Elder Dog Canada,Metro West Toronto Pawd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3949,69799734,Elderly Vietnamese Association TO - Elderly Vietnamese Association TO,EVAT,Hoi Cao Nien Viet Nam Toronto,Toronto Elderly Vietnamese Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3950,71734461,ESS Support Services - Adult Day Services,Caring Centre,CV19,iRide,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,71734453,ESS Support Services - ESS Support Services,Caring Centre,CV19,iRide,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3952,72490342,Family Service TO - Seniors and Caregivers Support Services,CBX2,CV19,Family Services,FST,Pat's Place,Safe Haven for Seniors,Virtual Caregiver Support,Senior Support Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3953,69801254,"Fontbonne Ministries, Sisters of St Joseph of TO - In Good Company",CV19,Sisters of St Joseph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3954,69801248,"Fontbonne Ministries, Sisters of St Joseph of TO - Village Mosaic",CV19,Sisters of St Joseph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3955,71449081,Humber Valley Terrace - Humber Valley Terrace,Central Park Lodges,Revera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3956,69795435,Islington Seniors' Centre - Islington Seniors' Centre,Islington Centre Etobicoke Senior Citizens,Islington Seniors Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3957,69799304,Kipling Acres - Adult Day Program,Homes for the Aged,Municipal Homes for the Aged,Municipal Long Term Care Facilities,Toronto Homes for the Aged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,69799306,Kipling Acres - Kipling Acres,Homes for the Aged,Municipal Homes for the Aged,Municipal Long Term Care Facilities,Toronto Homes for the Aged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3959,69795619,Korean Senior Citizens Society of TO - Korean Senior Citizens Society of TO,KSCST,Toronto Korean Senior Citizens Society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3960,69800007,LA Centre for Active Living - LA Centre for Active Living,Arrupe Centre for Seniors,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3961,71449105,Labdara Lithuanian Nursing Home - Labdara Lithuanian Nursing Home,Lithuanian Nursing Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3962,69801593,LOFT Community Services - College View and Simon Supportive Housing Services,Collegeview Supportive Housing Services,CV19,Leap of Faith Together,Supportive Housing Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3963,69801575,LOFT Community Services - Crosslinks Seniors Housing and Support Services,CIF,CV19,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3964,69801596,LOFT Community Services - Dunn Avenue Supportive Housing Services,CV19,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,69801545,LOFT Community Services - John Gibson House & The Stepping Stone Project,CV19,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3966,69801569,LOFT Community Services - St Anne's Place,CV19,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3967,69801557,"LOFT Community Services - Supported Housing, Pelham Park Hub",CV19,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3968,69795026,Lumacare Services - BOOST Adult Day Program,Building On Our Strengths Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3969,69795028,Lumacare Services - GLOW Adult Day Program,Branson Place,CV19,Services to Seniors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,69795030,Lumacare Services - Lumacare Services,CV19,Healthier Living Centre,Home At Last,Services to Seniors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3971,69794202,Millennium Support and Care Group - Millennium Support and Care Group,Millenium Support and Care Group MSCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3972,69795995,Mount Sinai Hospital - Wellness Centre,Mt Sinai Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3973,69799436,National Initiative for the Care of the Elderly - Talk2Nice,Talk 2 Nice,Talk to Nice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3974,69799438,National Initiative for the Care of the Elderly - TO HomeShare Program,CV19,NICE,Toronto Home Share Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3975,69797930,Neighbourhood Link Support Services - Community Link House,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3976,69797928,Neighbourhood Link Support Services - East TO Seniors Centre,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3977,69797945,"Neighbourhood Link Support Services - Neighbourhood Link Support Services, Cecelia Murphy Building",Murphy Building,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,69797942,"Neighbourhood Link Support Services - Neighbourhood Link Support Services, Jean Dudley House",Dudley House,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3979,69797948,"Neighbourhood Link Support Services - Norm Houghton Complex, Seniors Building",Houghton Complex,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3980,69796105,North York General Hospital - Seniors' Health Centre,NYGH,Seniors Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3981,69796137,North York Seniors Centre - A Day Away Club and Senior Care,Connections Program,CV19,Four Seasons Connections Program,NYSC,Services in your home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3982,69796134,North York Seniors Centre - Active Living Centre and Administrative Office,CV19,DTD,NYSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3983,69795900,Older Women's Network - Older Women's Network,Older Womens Network,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3984,69799959,ON Society of Senior Citizens' Organizations - ON Society of Senior Citizens' Organizations,Coalition of Senior Citizens' Organizations,La Société des Organisations des Citoyens Aînés de l'Ontario,OCSCO,Ontario Society of Senior Citizens' Organizations,OSSCO,Society of Senior Citizens' Organizations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3985,69797001,Parkdale Golden Age Foundation - Parkdale Golden Age Foundation,CAP,Community Access Program,CV19,Elderly Persons Centre,Golden Age Foundation,PGAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3986,69794183,Patronato ACLI - Patronato ACLI,ACLI,Associazioni Cristiane Lavoratori Italiani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987,69795397,"Patronato INCA Canada - Patronato INCA Canada, Scarb. office",Patronato INCA,Patronato INCA - Ufficio Pensiani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3988,69795391,"Patronato INCA Canada - Patronato INCA Canada, TO office",Patronato INCA,Patronato INCA - Ufficio Pensiani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3989,69798923,Patronato Ital-Uil Canada - Patronato Ital-Uil Canada,Patronato Ital Uil Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3990,69804546,Philips Lifeline - Philips Lifeline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3991,69797058,Providence Healthcare - Providence Healthcare,Cardinal Ambrozic Houses of Providence,CV19,Houses of Providence,Providence Community Centre,Providence Health Care,Providence Hospital,Unity Health Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3992,71174247,Reconnect Community Health Services - Case Management and Client Intervention (Downtown West),CV19,RCHS,Toronto Ride,West Toronto Support Services for Seniors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3993,71174270,Reconnect Community Health Services - Case Management and Client Intervention (York),CV19,RCHS,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3994,71222715,Reconnect Community Health Services - Community Services (York),CV19,RCHS,Eglinton Hill Centre,Eglinton Hill Older Adult Centre,FAME Children and Youth,FAME Kids,FAMEkids,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3995,73439975,"Salvation Army, Seniors Housing Services - Isabel and Arthur Meighen Manor",Meighen Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996,73439978,"Salvation Army, Seniors Housing Services - Meighen Retirement Residence",Meighen Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3997,69797308,"Second Mile Club of TO - Second Mile Club of TO, East TO Branch",CV19,Toronto Second Mile Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3998,69797302,"Second Mile Club of TO - Second Mile Club of TO, Head Office",CV19,Toronto Second Mile Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3999,69797311,"Second Mile Club of TO - Second Mile Club of TO, High Park Branch",CV19,Toronto Second Mile Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4000,69797305,"Second Mile Club of TO - Second Mile Club of TO, Kensington Gardens Branch",CV19,Toronto Second Mile Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,69797314,"Second Mile Club of TO - Second Mile Club of TO, Orchard View Branch",CV19,Toronto Second Mile Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
