OBJECTID,ResourceAgencyNum,PublicName,AlternateName,HdNumNew,HDNAMENEW,Category,MERGE_SRC,HoodName,HoodID
3707,69797755,Toronto Rape Crisis Centre / Multicultural Women Against Rape - Toronto Rape Crisis Centre / Multicultural Women Against Rape,CBX2; HT1; Multicultural Women Against Rape; Rape Crisis Centre; Sexual Assault Centre; Toronto Rape Crisis Centre; TRCC,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3708,69797144,Toronto. Court Services - Toronto Licensing Tribunal,Toronto Court Services; Toronto Licencing Commission; Toronto Licencing Tribunal; Toronto Licensing Commission,59,Danforth-East York,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Danforth East York,59
3709,69797135,Toronto. Court Services - Toronto. Court Services,Court Services; POA Courts; Provincial Offences Act Courts; Toronto Court Services,168,Ryerson,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Church-Yonge Corridor,75
3710,69797138,"Toronto. Court Services - Toronto. Court Services, Toronto East Court Office",Court Services; POA Courts; Provincial Offences Act Courts; Toronto Court Services,128,Agincourt South,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Agincourt South-Malvern West,128
3711,69797147,"Toronto. Court Services - Toronto. Court Services, Toronto South Court Office",Court Services; POA Courts; Provincial Offences Act Courts; Toronto Court Services,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3712,69797141,"Toronto. Court Services - Toronto. Court Services, Toronto West Court Office",Court Services; POA Courts; Provincial Offences Act Courts; Toronto Court Services,112,Beechborough-Greenbrook,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Beechborough-Greenbrook,112
3713,69797273,Trauma Services Program - Trauma Services Program,SASAT,146,Malvern East,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Malvern,132
3714,69797959,Wen-Do Women's Self Defence - Wen-Do Women's Self Defence,Wen Do Women's Self Defence Corporation,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3715,69800330,"West Neighbourhood House - Children, Youth and Family Support Program",CV19; Fathering Project; Growing Up Healthy Downtown; Portuguese Fathering Project; Woman Abuse Program,81,Trinity-Bellwoods,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Trinity-Bellwoods,81
3716,69797986,West Scarborough Community Legal Services - West Scarborough Community Legal Services,WSCLS,124,Kennedy Park,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Kennedy Park,124
3717,69800372,West Toronto Community Legal Services - West Toronto Community Legal Services,CV19; WTCLS,172,Dovercourt Village,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Dovercourt-Wallace Emerson-Junction,93
3718,69800515,White Ribbon - White Ribbon,20minutes4change; Draw the Line; It Starts With You; Lace Up; Men of quality,173,North Toronto,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Mount Pleasant West,104
3719,69798026,Willowdale Community Legal Services - Willowdale Community Legal Services,,47,Don Valley Village,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Don Valley Village,47
3720,69800353,WomanACT - WomanACT,Toronto Woman Abuse Council,110,Keelesdale-Eglinton West,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Keelesdale-Eglinton West,110
3721,69798061,Women's Habitat of Etobicoke - Outreach and Family Support Service,Etobicoke Women's Habitat; Family Support Service; ReelRealMen,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3722,69798063,Women's Habitat of Etobicoke - Women's Habitat of Etobicoke,CBX2; CV19; Etobicoke Women's Habitat,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3723,69798071,Women's Legal Education and Action Fund - Women's Legal Education and Action Fund,LEAF; Legal Education and Action Fund,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3724,69798145,Workers Health and Safety Legal Clinic - Workers Health and Safety Legal Clinic,Health and Safety Legal Clinic; WHSLC,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3725,69798141,Workplace Safety and Insurance Board - Workplace Safety and Insurance Board,CV19; WSIB,164,Wellington Place,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Waterfront Communities-The Island,77
3726,72453313,Yorktown Family Services - Violence Against Women Services,CBX2; CV19; WACAV; Women and Communities Against Violence; Yorktown Shelter for Women,170,Yonge-Bay Corridor,"Legal Services (Abuse,Safety)",Legal Services & Abuse/Safety,Bay Street Corridor,76
3727,69794044,519 Community Centre - Settlement services,Among Friends; Newcomer Youth Mentorship; Refugee Peer Support Group; Youth Engagement program,167,Church-Wellesley,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Church-Yonge Corridor,75
3728,69801645,Adam House - Adam House,Adam House Ministries; CV19,83,Dufferin Grove,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Dufferin Grove,83
3729,69794070,Afghan Association of Ontario - Afghan Association of Ontario,AAO Canada; Afghan Settlement and Development Committee of Ontario; Afghan Woman Support Program; CV19; Ontario Afghan Association; Senior Program Services; Youth empowerment Program,31,Yorkdale-Glen Park,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Yorkdale-Glen Park,31
3730,69799770,"Afghan Women's Organization - Afghan Women's Organization, AWO North York",CBX2 ; AWO; CCMP; Community Connections Mentorship Program; CV19; Language Instruction for Newcomers to Canada; LINC; MOFB,44,Flemingdon Park,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Flemingdon Park,44
3731,69799764,"Afghan Women's Organization - Afghan Women's Organization, AWO North York Head Office",Afghan Women's Catering Group; AWO; CCMP; Childminding Monitoring Advisory and Support; CMAS; Community Connection Mentorship Program; Community Connections Mentorship Program; CV19; Language Instruction for Newcomers to Canada; LINC,53,Henry Farm,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Henry Farm,53
3732,69799767,"Afghan Women's Organization - Afghan Women's Organization, AWO Scarborough",AWO; CCMP; Community Connections Mentorship Program; CV19; Language Instruction for Newcomers to Canada; LINC,124,Kennedy Park,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Kennedy Park,124
3733,69801496,Albanian Canadian Association Kosova - Albanian Canadian Association Kosova,CV19,89,Runnymede-Bloor West Village,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Runnymede-Bloor West Village,89
3734,69794150,"Arab Community Centre of Toronto - Arab Community Centre of Toronto, Etobicoke Head Office",ACCT; CV19; OESP; Ontario Electricity Support Program; Together 4 Syria; Together For Syria; Toronto Space Inventory Pilot; Welcoming Syrians,13,Etobicoke West Mall,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Etobicoke West Mall,13
3735,69794153,"Arab Community Centre of Toronto - Arab Community Centre of Toronto, Scarborough Office",ACCT; CV19; OESP; Ontario Electricity Support Program; Toronto Space Inventory Pilot; Welcoming Syrians,119,Wexford/Maryvale,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Wexford/Maryvale,119
3736,69801761,Armenian Family Support Services - Armenian Family Support Services,AFSS; CV19,142,Woburn North,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Woburn,137
3737,69801014,Armenian Relief Society Toronto Roubina Chapter - Social Service Office,Armenian Community Centre; ARS Canada; ARS Toronto Roubina Chapter,53,Henry Farm,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Henry Farm,53
3738,69799911,AURA - AURA,Anglican Church of Canada,74,North St.James Town,Newcomers-Ethnocultural,Newcomers & Ethnocultural,North St.James Town,74
3739,69795885,Aurora House - Aurora House,CV19; HT1,170,Yonge-Bay Corridor,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bay Street Corridor,76
3740,69800376,AWIC Community and Social Services - AWIC Community and Social Services,,147,L'Amoreaux West,Newcomers-Ethnocultural,Newcomers & Ethnocultural,L'Amoreaux,117
3741,69801712,Bangladeshi-Canadian Community Services - Bangladeshi-Canadian Community Services,BCCS,62,East End-Danforth,Newcomers-Ethnocultural,Newcomers & Ethnocultural,East End-Danforth,62
3742,69795441,CAFCAN - CAFCAN,Caribbean African Canadian Social Services; Caribbean Canadian Seniors Club; Caribbean Youth and Family Services; CCSC; COVID19 Mental Health Support Strategy; CV19; HT1; JCA; K-Club; Leaders in Partnership; LIP; Newcomer Settlement Program; NSP; Program for Abused and Assaulted Black Women,22,Humbermede,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Humbermede,22
3743,69794347,"Canada. Immigration, Refugees and Citizenship Canada - Citizenship and Immigration Centre",Canada Citizenship Centre; Canada Citizenship Office; Canada Immigration Centre; Canada Immigration Office; CIC; Citizenship Court; CV19; IFH; Interim Federal Health Program; IRCC; Maple Leaf Card; National ID Card; National Identification Card; Permanent Resident Card; PR Card,170,Yonge-Bay Corridor,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bay Street Corridor,76
3744,69801617,"Canadian Centre for Language and Cultural Studies - Canadian Centre for Language and Cultural Studies, Head Office",CCLCS; CV19; Language Instruction for Newcomers to Canada; LINC; Teaching English as a Second Language; TESL,95,Annex,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Annex,95
3745,69801620,"Canadian Centre for Language and Cultural Studies - Canadian Centre for Language and Cultural Studies, North York",CCLCS; Childminding Monitoring Advisory and Support; CMAS; CV19; Language Instruction for Newcomers to Canada; LINC,36,Newtonbrook West,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Newtonbrook West,36
3746,69801623,"Canadian Centre for Language and Cultural Studies - Canadian Centre for Language and Cultural Studies, Scarborough",CCLCS; Childminding Monitoring Advisory and Support; CMAS; CV19; Language Instruction for Newcomers to Canada; LINC,120,Clairlea-Birchmount,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Clairlea-Birchmount,120
3747,69801236,Canadian Centre for Refugee and Immigrant Health Care - Community Volunteer Clinic,CV19; CVC; Scarborough Clinic for the Uninsured; Urban Outreach Family Medicine Centre,128,Agincourt South,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Agincourt South-Malvern West,128
3748,69800858,Canadian Centre for Women's Education and Development - Canadian Centre for Women's Education and Development,CCWED; CV19,125,Ionview,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Ionview,125
3749,69800421,Canadian Information Centre for International Credentials - Canadian Information Centre for International Credentials,CICIC,97,Yonge-St.Clair,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Yonge-St.Clair,97
3750,69794554,"Canadian Red Cross, Toronto Branch - First Contact Program",CV19; First Contact Program,1,West Humber-Clairville,Newcomers-Ethnocultural,Newcomers & Ethnocultural,West Humber-Clairville,1
3751,69801741,Canadian Tibetan Association of Ontario - Canadian Tibetan Association of Ontario,CTAO,159,Etobicoke City Centre,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Islington-City Centre West,14
3752,69794560,Canadian Ukrainian Immigrant Aid Society - Canadian Ukrainian Immigrant Aid Society,Childminding Monitoring Advisory and Support; CMAS; CUIAS Immigrant Services; CV19; Language Instruction for Newcomers to Canada; LINC; Newcomer Settlement Program; NSP,87,High Park-Swansea,Newcomers-Ethnocultural,Newcomers & Ethnocultural,High Park-Swansea,87
3753,69794563,Canadian Ukrainian Immigrant Aid Society - North York Office,Bathurst-Finch Hub; CUIAS Immigrant Services; CV19,35,Westminster-Branson,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Westminster-Branson,35
3754,69794450,Caregivers' Action Centre - Caregivers' Action Centre,CAC; Caregiver Action Centre; Ontario Employment Education and Research Centre (OEERC),170,Yonge-Bay Corridor,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bay Street Corridor,76
3755,69799695,Casa Doña Juana - Casa Doña Juana,La Casa Dona Juana; Latin American Women's Centre; Vida Verde; VidaVerde ; CV19,110,Keelesdale-Eglinton West,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Keelesdale-Eglinton West,110
3756,69794602,"Catholic Crosscultural Services - Catholic Crosscultural Services, Scarborough Town Centre Site",Catholic Cross Cultural Services; CCS; CV19; ELT; Enhanced Language Training for Internationally Trained Medical Professionals; Language Instruction for Newcomers to Canada; LINC; Newcomer Settlement Program; NSP; SEPT; Settlement and Education Partnership in Toronto; Settlement Workers in Schools; SWIS; Toronto Space Inventory Pilot,156,Bendale-Glen Andrew,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bendale,127
3757,69794605,"Catholic Crosscultural Services - Catholic Crosscultural Services, Scarborough-Eglinton Site",Catholic Cross Cultural Services; CCS; Childminding Monitoring Advisory and Support; CMAS; CV19; Family Literacy Program; Language Instruction for Newcomers to Canada; LINC; Toronto Space Inventory Pilot,119,Wexford/Maryvale,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Wexford/Maryvale,119
3758,69794608,"Catholic Crosscultural Services - Catholic Crosscultural Services, Scarborough-Markham Site",Catholic Cross Cultural Services; CCS; Childminding Monitoring Advisory and Support; CMAS; CV19; Family Literacy Program; Language Instruction for Newcomers to Canada; LINC; Summer Enrichment Program; Toronto Space Inventory Pilot,142,Woburn North,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Woburn,137
3759,69794611,"Catholic Crosscultural Services - Catholic Crosscultural Services, Settlement Integration Place",Catholic Cross Cultural Services; CCS; CV19,139,Scarborough Village,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Scarborough Village,139
3760,69794600,Catholic Crosscultural Services - Refugee Sponsorship Training Program,Catholic Cross Cultural Services; CCS; CV19; RSTP,156,Bendale-Glen Andrew,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bendale,127
3761,69801136,"Centennial College - School of Advancement, Occupation-specific Language Training",Occupation Specific Language Training; OSLT,156,Bendale-Glen Andrew,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Bendale,127
3762,69794736,Centre for Immigrant and Community Services - Centre for Immigrant and Community Services,CCMP; CICS; CIF; Community Connections Mentorship Program; CV19; EarlyON Child and Family Centre; Immigrant Resource Centre; Newcomer Settlement Program; NSP; Ontario Centre for Information and Community Services; Professional Development and Small Business Resource Centre; SEPT; Settlement and Integration Resource Centre; SWIS,128,Agincourt South,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Agincourt South-Malvern West,128
3763,69794751,Centre for Immigrant and Community Services - LINC Centre,Childminding Monitoring Advisory and Support; CICS; CMAS; CV19; English as a Second Language; ESL-FSL-Citizenship and Language Training; Language Instruction for Newcomers to Canada; Ontario Centre for Information and Community Services,128,Agincourt South,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Agincourt South-Malvern West,128
3764,69794748,Centre for Immigrant and Community Services - North York Office,CICS; CV19; Ontario Centre for Information and Community Services,53,Henry Farm,Newcomers-Ethnocultural,Newcomers & Ethnocultural,Henry Farm,53
